Author-Abstract,ROUGE-2,Average_R:,0.04363
Author-Abstract,ROUGE-SU4,Average_R:,0.11100
Expert-Summary,ROUGE-2,Average_R:,0.02337
Expert-Summary,ROUGE-SU4,Average_R:,0.06027
FreqDist-ConceptMMTX-Dice,ROUGE-2,Average_R:,0.05817
FreqDist-ConceptMMTX-Dice,ROUGE-SU4,Average_R:,0.13398
FreqDist-Term-Dice,ROUGE-2,Average_R:,0.05526
FreqDist-Term-Dice,ROUGE-SU4,Average_R:,0.12737
SumBasic-ConceptMMTX,ROUGE-2,Average_R:,0.06128
SumBasic-ConceptMMTX,ROUGE-SU4,Average_R:,0.13387
SumBasic-Term,ROUGE-2,Average_R:,0.08532
SumBasic-Term,ROUGE-SU4,Average_R:,0.16383
